Loan_ID,Customer_ID,Loan_Amount,Loan_Type,Interest_Rate,Loan_Term,Loan_Status,Debt_to_Income_Ratio,Age,Gender,Income,Employment_Type,Years_of_Employment,Credit_Score,Transaction_ID,Payment_Date,Payment_Amount,Payment_Status,EMI,High_Risk,Income_Group,Credit_Group
LOAN002880,CUST02643,3088078,Home Loan,8.77,48,paid,0.01,43,female,97710,salaried,20,737,TXN00015522,,46013.575,late,64334.95833,0,Lower-Mid,Good
LOAN002880,CUST02643,3088078,Home Loan,8.77,48,paid,0.01,43,female,97710,salaried,20,737,TXN00015523,,46013.575,paid,64334.95833,0,Lower-Mid,Good
LOAN002880,CUST02643,3088078,Home Loan,8.77,48,paid,0.01,43,female,97710,salaried,20,737,TXN00015521,,46013.575,paid,64334.95833,0,Lower-Mid,Good
LOAN007596,CUST02950,391470, ,12.5,48,ongoing,0,28,male,121302,unknown,4,625,TXN00040840,,46013.575,paid,8155.625,0,Mid,Average
LOAN007596,CUST02950,391470, ,12.5,48,ongoing,0,28,male,121302,unknown,4,625,TXN00040841,,46013.575,paid,8155.625,0,Mid,Average
LOAN007596,CUST02950,391470, ,12.5,48,ongoing,0,28,male,121302,unknown,4,625,TXN00040839,,46013.575,paid,8155.625,0,Mid,Average
LOAN007596,CUST02950,391470, ,12.5,48,ongoing,0,28,male,121302,unknown,4,625,TXN00040838,,46013.575,paid,8155.625,0,Mid,Average
LOAN010170,CUST01140,435467,Edu Loan,8.82,12,unknown,0,57,male,42192,self-employed,3,681,TXN00054714,,8231.6,late,36288.91667,0,Low,Average
LOAN010170,CUST01140,435467,Edu Loan,8.82,12,unknown,0,57,male,42192,self-employed,3,681,TXN00054712,,0,paid,36288.91667,0,Low,Average
LOAN010170,CUST01140,435467,Edu Loan,8.82,12,unknown,0,57,male,42192,self-employed,3,681,TXN00054713,,0,paid,36288.91667,0,Low,Average
LOAN010170,CUST01140,435467,Edu Loan,8.82,12,unknown,0,57,male,42192,self-employed,3,681,TXN00054711,,9041.71,paid,36288.91667,0,Low,Average
LOAN008656,CUST05069,1441728,Auto Loan,11.07,240,ongoing,0,39,male,119007,salaried,15,704,TXN00046593,,2237.06,paid,6007.2,0,Mid,Good
LOAN008656,CUST05069,1441728,Auto Loan,11.07,240,ongoing,0,39,male,119007,salaried,15,704,TXN00046592,,0,missed,6007.2,0,Mid,Good
LOAN008656,CUST05069,1441728,Auto Loan,11.07,240,ongoing,0,39,male,119007,salaried,15,704,TXN00046591,,2237.58,paid,6007.2,0,Mid,Good
LOAN008656,CUST05069,1441728,Auto Loan,11.07,240,ongoing,0,39,male,119007,salaried,15,704,TXN00046594,,2049.57,late,6007.2,0,Mid,Good
LOAN008136,CUST05347,1374408,Car Loan,1,60,ongoing,0,45,female,78001,self-employed,14,711,TXN00043800,,46013.575,paid,22906.8,0,Lower-Mid,Good
LOAN008136,CUST05347,1374408,Car Loan,1,60,ongoing,0,45,female,78001,self-employed,14,711,TXN00043799,,46013.575,late,22906.8,0,Lower-Mid,Good
LOAN008136,CUST05347,1374408,Car Loan,1,60,ongoing,0,45,female,78001,self-employed,14,711,TXN00043798,,46013.575,paid,22906.8,0,Lower-Mid,Good
LOAN008136,CUST05347,1374408,Car Loan,1,60,ongoing,0,45,female,78001,self-employed,14,711,TXN00043797,,0,missed,22906.8,0,Lower-Mid,Good
LOAN010617,CUST03189,703025,home loan,8.51,48,ongoing,0,44,female,109486,self-employed,6,664,TXN00057159,,26287.89,late,14646.35417,0,Mid,Average
LOAN010617,CUST03189,703025,home loan,8.51,48,ongoing,0,44,female,109486,self-employed,6,664,TXN00057156,,27967.88,paid,14646.35417,0,Mid,Average
LOAN010617,CUST03189,703025,home loan,8.51,48,ongoing,0,44,female,109486,self-employed,6,664,TXN00057155,,28793.98,paid,14646.35417,0,Mid,Average
LOAN010617,CUST03189,703025,home loan,8.51,48,ongoing,0,44,female,109486,self-employed,6,664,TXN00057157,,27262.87,paid,14646.35417,0,Mid,Average
LOAN010617,CUST03189,703025,home loan,8.51,48,ongoing,0,44,female,109486,self-employed,6,664,TXN00057158,,25941.72,paid,14646.35417,0,Mid,Average
LOAN004233,CUST05328,365654,Vehicle Loan,10.49,240,default,0,50,female,141405,,8,829,TXN00022775,,0,paid,1523.558333,1,Mid,Excellent
LOAN004233,CUST05328,365654,Vehicle Loan,10.49,240,default,0,50,female,141405,,8,829,TXN00022773,,0,paid,1523.558333,1,Mid,Excellent
LOAN004233,CUST05328,365654,Vehicle Loan,10.49,240,default,0,50,female,141405,,8,829,TXN00022776,,12090.47,,1523.558333,1,Mid,Excellent
LOAN005046,CUST05707,2135138,Mortgage,10.03,84,default,0,36,male,80222.5,salaried,11,751,TXN00027209,,9118.81,paid,25418.30952,1,Lower-Mid,Excellent
LOAN005046,CUST05707,2135138,Mortgage,10.03,84,default,0,36,male,80222.5,salaried,11,751,TXN00027203,,0,paid,25418.30952,1,Lower-Mid,Excellent
LOAN005046,CUST05707,2135138,Mortgage,10.03,84,default,0,36,male,80222.5,salaried,11,751,TXN00027208,,9959.68,paid,25418.30952,1,Lower-Mid,Excellent
LOAN005046,CUST05707,2135138,Mortgage,10.03,84,default,0,36,male,80222.5,salaried,11,751,TXN00027204,,9817.55,late,25418.30952,1,Lower-Mid,Excellent
LOAN005046,CUST05707,2135138,Mortgage,10.03,84,default,0,36,male,80222.5,salaried,11,751,TXN00027206,,0,no_transaction,25418.30952,1,Lower-Mid,Excellent
LOAN005046,CUST05707,2135138,Mortgage,10.03,84,default,0,36,male,80222.5,salaried,11,751,TXN00027207,17-10-2022,0,,25418.30952,1,Lower-Mid,Excellent
LOAN005046,CUST05707,2135138,Mortgage,10.03,84,default,0,36,male,80222.5,salaried,11,751,TXN00027205,,10376.73,paid,25418.30952,1,Lower-Mid,Excellent
LOAN010060,,549678,CAR LOAN,12.17,120,default,0,,,,,,,TXN00054137,,1750.4,paid,4580.65,1,Unknown,Unknown
LOAN010060,,549678,CAR LOAN,12.17,120,default,0,,,,,,,TXN00054138,,1715.44,paid,4580.65,1,Unknown,Unknown
LOAN010060,,549678,CAR LOAN,12.17,120,default,0,,,,,,,TXN00054136,23-11-2023,1767.06,paid,4580.65,1,Unknown,Unknown
LOAN002530,CUST05347,703025,Vehicle Loan,11.89,60,ongoing,0,45,female,78001,self-employed,14,711,TXN00013617,,1689.44,paid,11717.08333,0,Lower-Mid,Good
LOAN002530,CUST05347,703025,Vehicle Loan,11.89,60,ongoing,0,45,female,78001,self-employed,14,711,TXN00013619,,1668.9,paid,11717.08333,0,Lower-Mid,Good
LOAN002530,CUST05347,703025,Vehicle Loan,11.89,60,ongoing,0,45,female,78001,self-employed,14,711,TXN00013621,,1717.6,paid,11717.08333,0,Lower-Mid,Good
LOAN002530,CUST05347,703025,Vehicle Loan,11.89,60,ongoing,0,45,female,78001,self-employed,14,711,TXN00013618,,1900.42,paid,11717.08333,0,Lower-Mid,Good
LOAN002530,CUST05347,703025,Vehicle Loan,11.89,60,ongoing,0,45,female,78001,self-employed,14,711,TXN00013620,,1774.28,paid,11717.08333,0,Lower-Mid,Good
LOAN002530,CUST05347,703025,Vehicle Loan,11.89,60,ongoing,0,45,female,78001,self-employed,14,711,TXN00013616,,1943.89,paid,11717.08333,0,Lower-Mid,Good
LOAN007689,CUST05823,212654,PL,14.32,180,paid,0,56,female,37858,self-employed,2,711,TXN00041328,,1683.15,paid,1181.411111,0,Low,Good
LOAN007689,CUST05823,212654,PL,14.32,180,paid,0,56,female,37858,self-employed,2,711,TXN00041326,,0,missed,1181.411111,0,Low,Good
LOAN007689,CUST05823,212654,PL,14.32,180,paid,0,56,female,37858,self-employed,2,711,TXN00041327,,1676.19,paid,1181.411111,0,Low,Good
LOAN007689,CUST05823,212654,PL,14.32,180,paid,0,56,female,37858,self-employed,2,711,TXN00041331,07-11-2023,1500.32,late,1181.411111,0,Low,Good
LOAN007689,CUST05823,212654,PL,14.32,180,paid,0,56,female,37858,self-employed,2,711,TXN00041329,,1562.76,late,1181.411111,0,Low,Good
LOAN007689,CUST05823,212654,PL,14.32,180,paid,0,56,female,37858,self-employed,2,711,TXN00041332,,0,missed,1181.411111,0,Low,Good
LOAN007689,CUST05823,212654,PL,14.32,180,paid,0,56,female,37858,self-employed,2,711,TXN00041333,,1619.12,late,1181.411111,0,Low,Good
LOAN007689,CUST05823,212654,PL,14.32,180,paid,0,56,female,37858,self-employed,2,711,TXN00041330,,1519.57,paid,1181.411111,0,Low,Good
LOAN009875,CUST02643,2997298,HOME LOAN,8.06,60,paid,0.01,43,female,97710,salaried,20,737,TXN00053132,,8489.55,no_transaction,49954.96667,0,Lower-Mid,Good
LOAN009875,CUST02643,2997298,HOME LOAN,8.06,60,paid,0.01,43,female,97710,salaried,20,737,TXN00053129,,7548.01,paid,49954.96667,0,Lower-Mid,Good
LOAN009875,CUST02643,2997298,HOME LOAN,8.06,60,paid,0.01,43,female,97710,salaried,20,737,TXN00053131,,8203.4,no_transaction,49954.96667,0,Lower-Mid,Good
LOAN009875,CUST02643,2997298,HOME LOAN,8.06,60,paid,0.01,43,female,97710,salaried,20,737,TXN00053130,,7722.77,late,49954.96667,0,Lower-Mid,Good
LOAN009489,CUST05735,703025,personal loan,13.51,60,paid,0,53,female,212735,business owner,33,664,TXN00051035,,46013.575,paid,11717.08333,0,Upper-Mid,Average
LOAN009489,CUST05735,703025,personal loan,13.51,60,paid,0,53,female,212735,business owner,33,664,TXN00051033,,46013.575,late,11717.08333,0,Upper-Mid,Average
LOAN009489,CUST05735,703025,personal loan,13.51,60,paid,0,53,female,212735,business owner,33,664,TXN00051032,,46013.575,paid,11717.08333,0,Upper-Mid,Average
LOAN009489,CUST05735,703025,personal loan,13.51,60,paid,0,53,female,212735,business owner,33,664,TXN00051034,,46013.575,paid,11717.08333,0,Upper-Mid,Average
LOAN009489,CUST05735,703025,personal loan,13.51,60,paid,0,53,female,212735,business owner,33,664,TXN00051036,,46013.575,paid,11717.08333,0,Upper-Mid,Average
LOAN009489,CUST05735,703025,personal loan,13.51,60,paid,0,53,female,212735,business owner,33,664,TXN00051031,03-05-2021,46013.575,paid,11717.08333,0,Upper-Mid,Average
LOAN003599,CUST05069,316491,Student Loan,9.39,600,ongoing,0,39,male,119007,salaried,15,704,TXN00019385,,11955.26,late,527.485,0,Mid,Good
LOAN003599,CUST05069,316491,Student Loan,9.39,600,ongoing,0,39,male,119007,salaried,15,704,TXN00019384,,0,missed,527.485,0,Mid,Good
LOAN003599,CUST05069,316491,Student Loan,9.39,600,ongoing,0,39,male,119007,salaried,15,704,TXN00019383,,11512.44,,527.485,0,Mid,Good
LOAN003599,CUST05069,316491,Student Loan,9.39,600,ongoing,0,39,male,119007,salaried,15,704,TXN00019387,31-07-2021,11581.6,paid,527.485,0,Mid,Good
LOAN003416,CUST00247,1038109,Biz Loan,13.05,60,paid,0,43,male,20935,freelancer,6,703,TXN00018390,,36528.25,paid,17301.81667,0,Low,Good
LOAN003416,CUST00247,1038109,Biz Loan,13.05,60,paid,0,43,male,20935,freelancer,6,703,TXN00018388,,39443.6,paid,17301.81667,0,Low,Good
LOAN003416,CUST00247,1038109,Biz Loan,13.05,60,paid,0,43,male,20935,freelancer,6,703,TXN00018387,,37810.08,paid,17301.81667,0,Low,Good
LOAN003416,CUST00247,1038109,Biz Loan,13.05,60,paid,0,43,male,20935,freelancer,6,703,TXN00018389,,38529.48,paid,17301.81667,0,Low,Good
LOAN010601,CUST04628,253331,PERSONAL LOAN,13.26,84,unknown,0,21,male,0,business owner,1,717,TXN00057064,,22494.38,paid,3015.845238,0,Unknown,Good
LOAN010601,CUST04628,253331,PERSONAL LOAN,13.26,84,unknown,0,21,male,0,business owner,1,717,TXN00057068,,22300.4,paid,3015.845238,0,Unknown,Good
LOAN010601,CUST04628,253331,PERSONAL LOAN,13.26,84,unknown,0,21,male,0,business owner,1,717,TXN00057069,,21961.32,paid,3015.845238,0,Unknown,Good
LOAN010601,CUST04628,253331,PERSONAL LOAN,13.26,84,unknown,0,21,male,0,business owner,1,717,TXN00057066,02-04-2020,0,missed,3015.845238,0,Unknown,Good
LOAN010601,CUST04628,253331,PERSONAL LOAN,13.26,84,unknown,0,21,male,0,business owner,1,717,TXN00057067,,20781.08,paid,3015.845238,0,Unknown,Good
LOAN010601,CUST04628,253331,PERSONAL LOAN,13.26,84,unknown,0,21,male,0,business owner,1,717,TXN00057065,,21304.53,paid,3015.845238,0,Unknown,Good
LOAN004423,CUST01025,576802,SME Loan,12.35,240,ongoing,0,41,female,46636,salaried,12,706,TXN00023813,,46013.575,paid,2403.341667,0,Low,Good
LOAN004423,CUST01025,576802,SME Loan,12.35,240,ongoing,0,41,female,46636,salaried,12,706,TXN00023815,,46013.575,paid,2403.341667,0,Low,Good
LOAN004423,CUST01025,576802,SME Loan,12.35,240,ongoing,0,41,female,46636,salaried,12,706,TXN00023814,,46013.575,paid,2403.341667,0,Low,Good
LOAN004423,CUST01025,576802,SME Loan,12.35,240,ongoing,0,41,female,46636,salaried,12,706,TXN00023817,,46013.575,late,2403.341667,0,Low,Good
